#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	CONTIG_LENGTH	METADATA	ASSEMBLY_NAME	OBSERVATION_ID	VARIANT
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_11_length_267325_cov_15.370482	252717	253136	-	fosA_3_ACWO01000079	1-420/420	===============	0/0	100.00	98.81	267325	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT127	v_91
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_21_length_7475_cov_13.071176	3805	4278	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	7475	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT128	v_36
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_21_length_7475_cov_13.071176	4409	5197	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	7475	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT129	v_37
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_4_length_437033_cov_14.676800	381606	384758	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	99.11	437033	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT131	v_90
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_4_length_437033_cov_14.676800	384782	385957	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.92	437033	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT132	v_89
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_6_length_352403_cov_13.535327	58981	59841	+	blaSHV-179_1_KF705208	1-861/861	===============	0/0	100.00	99.88	352403	Klebsiella	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT133	v_101
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-971-PRJ1139-Klebsiella-pneumoniae-1D-979_R1_001.fa	NODE_7_length_249547_cov_9.003075	37775	38950	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.15	249547	Klebsiella	DTU2019_971_PRJ1139_Klebsiella_pneumoniae_1D-979	DT134	v_102
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-971-PRJ1139-Klebsiella-pneumoniae-1D-979_R1_001.fa	NODE_7_length_249547_cov_9.003075	38974	42126	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.86	249547	Klebsiella	DTU2019_971_PRJ1139_Klebsiella_pneumoniae_1D-979	DT135	v_103
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-971-PRJ1139-Klebsiella-pneumoniae-1D-979_R1_001.fa	NODE_9_length_201068_cov_6.275842	81015	81875	-	blaSHV-28_1_AF299299	1-861/861	===============	0/0	100.00	99.88	201068	Klebsiella	DTU2019_971_PRJ1139_Klebsiella_pneumoniae_1D-979	DT136	v_104
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-972-PRJ1139-Escherichia-coli-1D-980_R1_001.fa	NODE_1_length_215134_cov_8.842782	64881	66113	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	99.92	215134	Escherichia	DTU2019_972_PRJ1139_Escherichia_coli_1D-980	DT137	v_75
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-973-PRJ1139-Escherichia-coli-1D-981_R1_001.fa	NODE_6_length_206941_cov_10.730313	26305	27537	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.78	206941	Escherichia	DTU2019_973_PRJ1139_Escherichia_coli_1D-981	DT138	v_105
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-974-PRJ1139-Escherichia-coli-1D-982_R1_001.fa	NODE_1_length_675588_cov_6.799726	229476	230708	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.05	675588	Escherichia	DTU2019_974_PRJ1139_Escherichia_coli_1D-982	DT139	v_106
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-979-PRJ1139-Klebsiella-pneumoniae-1D-987_R1_001.fa	NODE_7_length_240625_cov_7.320157	32692	33552	-	blaLEN24_1_AM850914	1-861/861	===============	0/0	100.00	99.53	240625	Klebsiella	DTU2019_979_PRJ1139_Klebsiella_pneumoniae_1D-987	DT141	v_108
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-980-PRJ1139-Klebsiella-oxytoca-1D-988_R1_001.fa	NODE_3_length_474899_cov_12.785617	375790	376665	-	blaOXY-1-7_7_M27459	1-876/876	===============	0/0	100.00	100.00	474899	Klebsiella	DTU2019_980_PRJ1139_Klebsiella_oxytoca_1D-988	DT142	v_109
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-981-PRJ1139-Proteus-mirabilis-1D-989_R1_001.fa	NODE_10_length_174229_cov_9.366366	38139	39335	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.08	174229	Proteus	DTU2019_981_PRJ1139_Proteus_mirabilis_1D-989	DT143	v_14
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-981-PRJ1139-Proteus-mirabilis-1D-989_R1_001.fa	NODE_15_length_118586_cov_9.504732	89280	89933	-	cat_1_M11587	1-654/654	========/======	2/2	99.85	98.17	118586	Proteus	DTU2019_981_PRJ1139_Proteus_mirabilis_1D-989	DT144	v_12
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-981-PRJ1139-Proteus-mirabilis-1D-989_R1_001.fa	NODE_6_length_188622_cov_9.111823	154014	154487	+	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	188622	Proteus	DTU2019_981_PRJ1139_Proteus_mirabilis_1D-989	DT145	v_13
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_30_length_55994_cov_6.116043	26257	27489	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.46	55994	Escherichia	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT147	v_110
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_80_length_4639_cov_4.355940	1990	2805	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	Escherichia	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT150	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-984-PRJ1139-Escherichia-coli-1D-992_R1_001.fa	NODE_1_length_906174_cov_5.518822	325860	327092	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.14	906174	Escherichia	DTU2019_984_PRJ1139_Escherichia_coli_1D-992	DT154	v_84
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-984-PRJ1139-Escherichia-coli-1D-992_R1_001.fa	NODE_20_length_51256_cov_5.184318	46538	47505	+	ant(3'')-Ia_1_X02340	1-972/972	========/======	2/4	99.59	99.59	51256	Escherichia	DTU2019_984_PRJ1139_Escherichia_coli_1D-992	DT155	v_112
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-984-PRJ1139-Escherichia-coli-1D-992_R1_001.fa	NODE_20_length_51256_cov_5.184318	47983	48849	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	51256	Escherichia	DTU2019_984_PRJ1139_Escherichia_coli_1D-992	DT156	v_8
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2461-PRJ1139-Escherichia-coli-1D-994_R1_001.fa	NODE_146_length_4639_cov_2.713652	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	Escherichia	DTU2019_2461_PRJ1139_Escherichia_coli_1D-994	DT158	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-987-PRJ1139-Klebsiella-pneumoniae-1D-995_R1_001.fa	NODE_11_length_139065_cov_11.971548	46673	47532	-	blaOKP-B-15_1_AM850917	1-860/861	===============	0/0	99.88	99.30	139065	Klebsiella	DTU2019_987_PRJ1139_Klebsiella_pneumoniae_1D-995	DT162	v_113
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-988-PRJ1139-Klebsiella-oxytoca-1D-996_R1_001.fa	NODE_10_length_227004_cov_13.283951	43024	43899	+	blaOXY-6-4_4_AJ871877	1-876/876	===============	0/0	100.00	100.00	227004	Klebsiella	DTU2019_988_PRJ1139_Klebsiella_oxytoca_1D-996	DT164	v_115
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-989-PRJ1139-Citrobacter-freundii-1D-997_R1_001.fa	NODE_3_length_422234_cov_12.017406	17327	18472	-	blaCMY-48_1_HM569226	1-1146/1146	===============	0/0	100.00	100.00	422234	Citrobacter	DTU2019_989_PRJ1139_Citrobacter_freundii_1D-997	DT165	v_116
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-989-PRJ1139-Citrobacter-freundii-1D-997_R1_001.fa	NODE_7_length_294974_cov_12.120747	2867	3340	-	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	294974	Citrobacter	DTU2019_989_PRJ1139_Citrobacter_freundii_1D-997	DT167	v_13
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-990-PRJ1139-Klebsiella-pneumoniae-1D-998_R1_001.fa	NODE_1_length_624615_cov_6.347329	31784	32644	+	blaLEN16_1_AY743416	1-861/861	===============	0/0	100.00	99.88	624615	Klebsiella	DTU2019_990_PRJ1139_Klebsiella_pneumoniae_1D-998	DT168	v_117
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	43025	43885	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	68209	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT169	v_23
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	44116	44952	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	68209	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT170	v_76
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	44952	45755	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	68209	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT171	v_77
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	45816	46631	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	68209	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT172	v_27
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	52513	52995	-	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	68209	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT173	v_66
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_28_length_57718_cov_4.687347	26256	27488	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.46	57718	Escherichia	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT174	v_110
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	44868	45704	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	58406	Escherichia	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT176	v_76
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	45704	46507	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	58406	Escherichia	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT177	v_118
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	46568	47383	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	58406	Escherichia	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT178	v_27
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	48886	49746	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	58406	Escherichia	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT179	v_23
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-997-PRJ1139-Escherichia-coli-1D-1005_R1_001.fa	NODE_43_length_4640_cov_4.926878	1990	2805	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4640	Escherichia	DTU2019_997_PRJ1139_Escherichia_coli_1D-1005	DT180	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-998-PRJ1139-Escherichia-coli-1D-1006_R1_001.fa	NODE_3_length_262116_cov_7.047315	165254	166486	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	99.92	262116	Escherichia	DTU2019_998_PRJ1139_Escherichia_coli_1D-1006	DT185	v_75
