#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	CONTIG_LENGTH	METADATA	ASSEMBLY_NAME	OBSERVATION_ID
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_3_length_393215_cov_7.286086	8457	11609	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	99.11	393215	metadata	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT142
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_39_length_14066_cov_6.358562	5933	6589	-	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	14066	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT143
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_39_length_14066_cov_6.358562	11230	12105	-	blaCTX-M-15_1_AY044436	1-876/876	===============	0/0	100.00	100.00	14066	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT144
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_40_length_9543_cov_5.958581	550	1365	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	9543	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT145
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_40_length_9543_cov_5.958581	1426	2229	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	9543	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT146
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_40_length_9543_cov_5.958581	2229	3065	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	9543	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT147
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_40_length_9543_cov_5.958581	7562	8422	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	9543	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT148
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_49_length_2091_cov_7.023422	310	792	-	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	2091	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT149
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_5_length_293899_cov_5.300086	65789	66964	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	293899	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT150
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_8_length_278196_cov_4.448223	66005	66865	-	blaSHV-33_1_AY037779	1-861/861	===============	0/0	100.00	100.00	278196	metadata	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT151
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-964-PRJ1139-Escherichia-coli-1D-972_R1_001.fa	NODE_73_length_1244_cov_42.962399	236	1096	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	1244	metadata	DTU2019_964_PRJ1139_Escherichia_coli_1D-972	DT152
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_23_length_69549_cov_28.897871	21054	21914	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	69549	metadata	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT153
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	1542	2357	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	13172	metadata	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT154
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	2418	3221	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	13172	metadata	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT155
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	3221	4057	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	13172	metadata	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT156
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_22_length_65610_cov_10.532596	2664	3521	+	blaLAP-2_1_EU159120	1-858/858	===============	0/0	100.00	100.00	65610	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT157
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_22_length_65610_cov_10.532596	5118	5774	+	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	65610	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT158
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	1216	1758	+	ARR-3_4_FM207631	1-543/543	===============	0/0	100.00	99.82	6068	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT159
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	2079	3338	+	cmlA1_1_M64556	1-1260/1260	===============	0/0	100.00	99.68	6068	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT160
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	3603	4403	+	blaOXA-10_1_J03427	1-801/801	===============	0/0	100.00	100.00	6068	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT161
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	5277	5759	+	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	6068	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT162
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_3_length_438982_cov_10.132178	415928	416743	-	aph(3')-Ia_1_V00359	1-816/816	===============	0/0	100.00	99.88	438982	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT163
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_4_length_429491_cov_10.805182	352470	353345	-	blaOXY-1-3_3_AY077482	1-876/876	===============	0/0	100.00	99.89	429491	metadata	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT164
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_21_length_7475_cov_13.071176	3805	4278	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	7475	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT165
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_21_length_7475_cov_13.071176	4409	5197	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	7475	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT166
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_21_length_7475_cov_13.071176	5717	6583	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	7475	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT167
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_4_length_437033_cov_14.676800	381606	384758	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	99.11	437033	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT168
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_4_length_437033_cov_14.676800	384782	385957	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.92	437033	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT169
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-970-PRJ1139-Klebsiella-pneumoniae-1D-978_R1_001.fa	NODE_6_length_352403_cov_13.535327	58981	59841	+	blaSHV-179_1_KF705208	1-861/861	===============	0/0	100.00	99.88	352403	metadata	DTU2019_970_PRJ1139_Klebsiella_pneumoniae_1D-978	DT170
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-971-PRJ1139-Klebsiella-pneumoniae-1D-979_R1_001.fa	NODE_7_length_249547_cov_9.003075	37775	38950	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.15	249547	metadata	DTU2019_971_PRJ1139_Klebsiella_pneumoniae_1D-979	DT171
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-971-PRJ1139-Klebsiella-pneumoniae-1D-979_R1_001.fa	NODE_9_length_201068_cov_6.275842	81015	81875	-	blaSHV-28_1_AF299299	1-861/861	===============	0/0	100.00	99.88	201068	metadata	DTU2019_971_PRJ1139_Klebsiella_pneumoniae_1D-979	DT172
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-978-PRJ1139-Escherichia-coli-1D-986_R1_001.fa	NODE_36_length_15776_cov_14.241996	428	3877	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	99.62	15776	metadata	DTU2019_978_PRJ1139_Escherichia_coli_1D-986	DT173
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-979-PRJ1139-Klebsiella-pneumoniae-1D-987_R1_001.fa	NODE_7_length_240625_cov_7.320157	32692	33552	-	blaLEN24_1_AM850914	1-861/861	===============	0/0	100.00	99.53	240625	metadata	DTU2019_979_PRJ1139_Klebsiella_pneumoniae_1D-987	DT174
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-980-PRJ1139-Klebsiella-oxytoca-1D-988_R1_001.fa	NODE_3_length_474899_cov_12.785617	375790	376665	-	blaOXY-1-7_7_M27459	1-876/876	===============	0/0	100.00	100.00	474899	metadata	DTU2019_980_PRJ1139_Klebsiella_oxytoca_1D-988	DT175
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-981-PRJ1139-Proteus-mirabilis-1D-989_R1_001.fa	NODE_10_length_174229_cov_9.366366	38139	39335	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.08	174229	metadata	DTU2019_981_PRJ1139_Proteus_mirabilis_1D-989	DT176
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-981-PRJ1139-Proteus-mirabilis-1D-989_R1_001.fa	NODE_6_length_188622_cov_9.111823	154014	154487	+	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	188622	metadata	DTU2019_981_PRJ1139_Proteus_mirabilis_1D-989	DT177
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_103_length_1293_cov_5.907376	214	1029	+	aph(3')-Ia_1_V00359	1-816/816	===============	0/0	100.00	100.00	1293	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT178
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_55_length_15774_cov_4.903560	426	3875	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	99.59	15774	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT179
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_57_length_13995_cov_5.481757	227	700	-	dfrA5_1_X12868	1-474/474	===============	0/0	100.00	100.00	13995	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT180
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_80_length_4639_cov_4.355940	1990	2805	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT181
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_80_length_4639_cov_4.355940	2866	3669	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4639	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT182
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_80_length_4639_cov_4.355940	3669	4505	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4639	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT183
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-982-PRJ1139-Escherichia-coli-1D-990_R1_001.fa	NODE_90_length_2170_cov_4.592266	649	1509	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2170	metadata	DTU2019_982_PRJ1139_Escherichia_coli_1D-990	DT184
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-984-PRJ1139-Escherichia-coli-1D-992_R1_001.fa	NODE_20_length_51256_cov_5.184318	46538	47505	+	ant(3'')-Ia_1_X02340	1-972/972	========/======	2/4	99.59	99.59	51256	metadata	DTU2019_984_PRJ1139_Escherichia_coli_1D-992	DT185
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-984-PRJ1139-Escherichia-coli-1D-992_R1_001.fa	NODE_20_length_51256_cov_5.184318	47983	48849	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	51256	metadata	DTU2019_984_PRJ1139_Escherichia_coli_1D-992	DT186
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-985-PRJ1139-Escherichia-coli-1D-993_R1_001.fa	NODE_84_length_4393_cov_8.337084	996	2201	-	tet(B)_2_AF326777	1-1206/1206	===============	0/0	100.00	100.00	4393	metadata	DTU2019_985_PRJ1139_Escherichia_coli_1D-993	DT187
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2461-PRJ1139-Escherichia-coli-1D-994_R1_001.fa	NODE_146_length_4639_cov_2.713652	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	metadata	DTU2019_2461_PRJ1139_Escherichia_coli_1D-994	DT188
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2461-PRJ1139-Escherichia-coli-1D-994_R1_001.fa	NODE_146_length_4639_cov_2.713652	2865	3668	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4639	metadata	DTU2019_2461_PRJ1139_Escherichia_coli_1D-994	DT189
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2461-PRJ1139-Escherichia-coli-1D-994_R1_001.fa	NODE_146_length_4639_cov_2.713652	3668	4504	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4639	metadata	DTU2019_2461_PRJ1139_Escherichia_coli_1D-994	DT190
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2461-PRJ1139-Escherichia-coli-1D-994_R1_001.fa	NODE_77_length_14177_cov_3.366335	12683	13543	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	14177	metadata	DTU2019_2461_PRJ1139_Escherichia_coli_1D-994	DT191
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-987-PRJ1139-Klebsiella-pneumoniae-1D-995_R1_001.fa	NODE_11_length_139065_cov_11.971548	46673	47532	-	blaOKP-B-15_1_AM850917	1-860/861	===============	0/0	99.88	99.30	139065	metadata	DTU2019_987_PRJ1139_Klebsiella_pneumoniae_1D-995	DT192
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-987-PRJ1139-Klebsiella-pneumoniae-1D-995_R1_001.fa	NODE_34_length_2826_cov_399.464246	1805	2449	+	qnrB19_1_EU432277	1-645/645	===============	0/0	100.00	100.00	2826	metadata	DTU2019_987_PRJ1139_Klebsiella_pneumoniae_1D-995	DT193
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-988-PRJ1139-Klebsiella-oxytoca-1D-996_R1_001.fa	NODE_10_length_227004_cov_13.283951	43024	43899	+	blaOXY-6-4_4_AJ871877	1-876/876	===============	0/0	100.00	100.00	227004	metadata	DTU2019_988_PRJ1139_Klebsiella_oxytoca_1D-996	DT194
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-989-PRJ1139-Citrobacter-freundii-1D-997_R1_001.fa	NODE_3_length_422234_cov_12.017406	17327	18472	-	blaCMY-48_1_HM569226	1-1146/1146	===============	0/0	100.00	100.00	422234	metadata	DTU2019_989_PRJ1139_Citrobacter_freundii_1D-997	DT195
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-989-PRJ1139-Citrobacter-freundii-1D-997_R1_001.fa	NODE_55_length_2826_cov_970.513894	49	693	-	qnrB19_1_EU432277	1-645/645	===============	0/0	100.00	100.00	2826	metadata	DTU2019_989_PRJ1139_Citrobacter_freundii_1D-997	DT196
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-989-PRJ1139-Citrobacter-freundii-1D-997_R1_001.fa	NODE_7_length_294974_cov_12.120747	2867	3340	-	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	294974	metadata	DTU2019_989_PRJ1139_Citrobacter_freundii_1D-997	DT197
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-990-PRJ1139-Klebsiella-pneumoniae-1D-998_R1_001.fa	NODE_1_length_624615_cov_6.347329	31784	32644	+	blaLEN16_1_AY743416	1-861/861	===============	0/0	100.00	99.88	624615	metadata	DTU2019_990_PRJ1139_Klebsiella_pneumoniae_1D-998	DT198
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	43025	43885	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	68209	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT199
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	44116	44952	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	68209	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT200
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	44952	45755	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	68209	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT201
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	45816	46631	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	68209	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT202
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_26_length_68209_cov_5.067419	52513	52995	-	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	68209	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT203
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-993-PRJ1139-Escherichia-coli-1D-1001_R1_001.fa	NODE_47_length_15377_cov_4.800439	11628	15077	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	99.62	15377	metadata	DTU2019_993_PRJ1139_Escherichia_coli_1D-1001	DT204
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	44868	45704	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	58406	metadata	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT205
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	45704	46507	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	58406	metadata	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT206
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	46568	47383	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	58406	metadata	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT207
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-994-PRJ1139-Escherichia-coli-1D-1002_R1_001.fa	NODE_24_length_58406_cov_3.432111	48886	49746	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	58406	metadata	DTU2019_994_PRJ1139_Escherichia_coli_1D-1002	DT208
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-997-PRJ1139-Escherichia-coli-1D-1005_R1_001.fa	NODE_43_length_4640_cov_4.926878	1990	2805	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4640	metadata	DTU2019_997_PRJ1139_Escherichia_coli_1D-1005	DT209
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-997-PRJ1139-Escherichia-coli-1D-1005_R1_001.fa	NODE_43_length_4640_cov_4.926878	2866	3669	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4640	metadata	DTU2019_997_PRJ1139_Escherichia_coli_1D-1005	DT210
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-997-PRJ1139-Escherichia-coli-1D-1005_R1_001.fa	NODE_43_length_4640_cov_4.926878	3669	4505	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4640	metadata	DTU2019_997_PRJ1139_Escherichia_coli_1D-1005	DT211
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-997-PRJ1139-Escherichia-coli-1D-1005_R1_001.fa	NODE_54_length_2135_cov_4.904880	627	1487	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2135	metadata	DTU2019_997_PRJ1139_Escherichia_coli_1D-1005	DT212
