#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	Assembly_name	Gene_observation_ID
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1170-PRJ1139-Klebsiella-pneumoniae-1D-1178_R1_001.fa	NODE_7_length_299959_cov_6.300322	242466	245618	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	97.65	user_db	OqxB_1_EU370913	ODID_ERR4014526	i2598
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1170-PRJ1139-Klebsiella-pneumoniae-1D-1178_R1_001.fa	NODE_7_length_299959_cov_6.300322	245642	246817	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	96.43	user_db	OqxA_1_EU370913	ODID_ERR4014526	i2599
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_10_length_226231_cov_7.601935	27977	28843	-	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	99.54	user_db	blaSHV-187_1_LN515533	ODID_ERR4014527	i2600
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_22_length_71370_cov_9.283326	12217	13392	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	user_db	OqxA_1_EU370913	ODID_ERR4014527	i2601
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_22_length_71370_cov_9.283326	13416	16568	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.95	user_db	OqxB_1_EU370913	ODID_ERR4014527	i2602
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_3_length_375008_cov_8.341103	360572	360991	-	fosA6_1_KU254579	1-420/433	===============	0/0	97.00	98.33	user_db	fosA6_1_KU254579	ODID_ERR4014527	i2603
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_40_length_6934_cov_3.984134	1647	2129	+	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	user_db	dfrA14_5_DQ388123	ODID_ERR4014527	i2604
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_48_length_4636_cov_3.699712	1988	2803	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_3_HQ840942	ODID_ERR4014527	i2605
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1171-PRJ1139-Klebsiella-pneumoniae-1D-1179_R1_001.fa	NODE_48_length_4636_cov_3.699712	2864	3667	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014527	i2606
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1173-PRJ1139-Escherichia-coli-1D-1181_R1_001.fa	NODE_18_length_89153_cov_8.820300	77835	78650	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014529	i2607
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1173-PRJ1139-Escherichia-coli-1D-1181_R1_001.fa	NODE_18_length_89153_cov_8.820300	83473	84333	+	blaTEM-34_1_KC292503	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-34_1_KC292503	ODID_ERR4014529	i2608
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1173-PRJ1139-Escherichia-coli-1D-1181_R1_001.fa	NODE_18_length_89153_cov_8.820300	84877	85350	-	dfrA1_10_AF203818	1-474/474	===============	0/0	100.00	99.79	user_db	dfrA1_10_AF203818	ODID_ERR4014529	i2609
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1173-PRJ1139-Escherichia-coli-1D-1181_R1_001.fa	NODE_41_length_11751_cov_4.745526	3710	7159	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.22	user_db	sitABCD_1_AY598030	ODID_ERR4014529	i2610
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1173-PRJ1139-Escherichia-coli-1D-1181_R1_001.fa	NODE_54_length_3956_cov_7.694437	1107	2353	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014529	i2611
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1174-PRJ1139-Escherichia-coli-1D-1182_R1_001.fa	NODE_15_length_126003_cov_4.290468	32572	36021	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4014530	i2612
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1175-PRJ1139-Escherichia-coli-1D-1183_R1_001.fa	NODE_43_length_30169_cov_1.703548	25749	29198	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.28	user_db	sitABCD_1_AY598030	ODID_ERR4014531	i2613
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_21_length_89315_cov_3.511571	57064	60513	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014532	i2614
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_56_length_10205_cov_3.806410	6398	7264	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4014532	i2615
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_56_length_10205_cov_3.806410	7784	8572	-	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4014532	i2616
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_56_length_10205_cov_3.806410	8703	9176	-	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014532	i2617
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_60_length_6909_cov_3.104836	1484	2287	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014532	i2618
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_60_length_6909_cov_3.104836	2287	3123	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4014532	i2619
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1176-PRJ1139-Escherichia-coli-1D-1184_R1_001.fa	NODE_60_length_6909_cov_3.104836	4102	5348	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014532	i2620
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1177-PRJ1139-Escherichia-coli-1D-1185_R1_001.fa	NODE_76_length_6894_cov_1.181321	1485	2288	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014533	i2621
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1177-PRJ1139-Escherichia-coli-1D-1185_R1_001.fa	NODE_76_length_6894_cov_1.181321	2288	3124	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4014533	i2622
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1177-PRJ1139-Escherichia-coli-1D-1185_R1_001.fa	NODE_76_length_6894_cov_1.181321	4103	5349	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014533	i2623
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1177-PRJ1139-Escherichia-coli-1D-1185_R1_001.fa	NODE_97_length_3255_cov_1.323210	1009	1482	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014533	i2624
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1177-PRJ1139-Escherichia-coli-1D-1185_R1_001.fa	NODE_97_length_3255_cov_1.323210	1613	2401	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4014533	i2625
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1178-PRJ1139-Escherichia-coli-1D-1186_R1_001.fa	NODE_6_length_216970_cov_2.682070	3220	6669	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4014534	i2626
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1179-PRJ1139-Enterobacter-cloacae-1D-1187_R1_001.fa	NODE_11_length_129902_cov_4.233604	110965	112110	+	blaACT-14_1_JX440354	1-1146/1146	===============	0/0	100.00	99.04	user_db	blaACT-14_1_JX440354	ODID_ERR4014535	i2627
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1181-PRJ1139-Escherichia-coli-1D-1189_R1_001.fa	NODE_39_length_25328_cov_6.159756	16419	19868	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.48	user_db	sitABCD_1_AY598030	ODID_ERR4014537	i2628
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1183-PRJ1139-Escherichia-coli-1D-1191_R1_001.fa	NODE_16_length_122622_cov_7.418205	109985	113434	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.25	user_db	sitABCD_1_AY598030	ODID_ERR4014539	i2629
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1184-PRJ1139-Escherichia-coli-1D-1192_R1_001.fa	NODE_8_length_285627_cov_13.916490	257909	261358	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.28	user_db	sitABCD_1_AY598030	ODID_ERR4014540	i2630
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1185-PRJ1139-Escherichia-coli-1D-1193_R1_001.fa	NODE_50_length_4468_cov_3.044229	804	1664	-	blaSHV-1_1_AF148850	1-861/861	===============	0/0	100.00	99.88	user_db	blaSHV-1_1_AF148850	ODID_ERR4014541	i2631
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1185-PRJ1139-Escherichia-coli-1D-1193_R1_001.fa	NODE_6_length_231890_cov_3.515548	82346	85795	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.25	user_db	sitABCD_1_AY598030	ODID_ERR4014541	i2632
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1187-PRJ1139-Acinetobacter-bereziniae-1D-1195_R1_001.fa	NODE_29_length_37576_cov_2.904510	15386	16216	+	blaOXA-300_1_APPK01000054	1-831/831	===============	0/0	100.00	100.00	user_db	blaOXA-300_1_APPK01000054	ODID_ERR4014543	i2633
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1188-PRJ1139-Haemophilus-influenzae-1D-1196_R1_001.fa	NODE_4_length_218710_cov_9.186048	57894	58754	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4014544	i2634
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1189-PRJ1139-Escherichia-coli-1D-1197_R1_001.fa	NODE_25_length_66857_cov_3.005665	60309	63753	+	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.28	user_db	sitABCD_1_AY598030	ODID_ERR4014545	i2635
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1189-PRJ1139-Escherichia-coli-1D-1197_R1_001.fa	NODE_59_length_5928_cov_3.043268	1546	2202	+	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	user_db	qnrS1_1_AB187515	ODID_ERR4014545	i2636
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1190-PRJ1139-Escherichia-coli-1D-1198_R1_001.fa	NODE_31_length_51034_cov_1.813562	1389	2594	-	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014546	i2637
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1190-PRJ1139-Escherichia-coli-1D-1198_R1_001.fa	NODE_31_length_51034_cov_1.813562	7534	8394	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4014546	i2638
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1190-PRJ1139-Escherichia-coli-1D-1198_R1_001.fa	NODE_31_length_51034_cov_1.813562	13135	13937	+	aph(3'')-Ib_2_AF024602	2-804/804	===============	0/0	99.88	100.00	user_db	aph(3'')-Ib_2_AF024602	ODID_ERR4014546	i2639
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1190-PRJ1139-Escherichia-coli-1D-1198_R1_001.fa	NODE_31_length_51034_cov_1.813562	13937	14773	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014546	i2640
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1191-PRJ1139-Escherichia-coli-1D-1199_R1_001.fa	NODE_114_length_6651_cov_6.888020	4159	5364	+	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014547	i2641
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1191-PRJ1139-Escherichia-coli-1D-1199_R1_001.fa	NODE_8_length_120449_cov_5.295208	1312	2148	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014547	i2642
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1192-PRJ1139-Escherichia-coli-1D-1200_R1_001.fa	NODE_117_length_6651_cov_7.344644	1288	2493	-	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014548	i2643
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1192-PRJ1139-Escherichia-coli-1D-1200_R1_001.fa	NODE_43_length_39564_cov_5.742298	37417	38253	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014548	i2644
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1193-PRJ1139-Escherichia-coli-1D-1201_R1_001.fa	NODE_116_length_6651_cov_6.482296	1288	2493	-	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014549	i2645
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1193-PRJ1139-Escherichia-coli-1D-1201_R1_001.fa	NODE_41_length_39564_cov_4.963435	37417	38253	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014549	i2646
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1194-PRJ1139-Escherichia-coli-1D-1202_R1_001.fa	NODE_38_length_46092_cov_2.886501	4260	5465	+	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014550	i2647
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1194-PRJ1139-Escherichia-coli-1D-1202_R1_001.fa	NODE_38_length_46092_cov_2.886501	8180	8982	+	aph(3'')-Ib_2_AF024602	2-804/804	===============	0/0	99.88	100.00	user_db	aph(3'')-Ib_2_AF024602	ODID_ERR4014550	i2648
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1194-PRJ1139-Escherichia-coli-1D-1202_R1_001.fa	NODE_38_length_46092_cov_2.886501	8982	9818	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014550	i2649
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1195-PRJ1139-Escherichia-coli-1D-1203_R1_001.fa	NODE_36_length_51913_cov_3.338605	4285	5490	+	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4014551	i2650
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1195-PRJ1139-Escherichia-coli-1D-1203_R1_001.fa	NODE_36_length_51913_cov_3.338605	7559	8419	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4014551	i2651
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1195-PRJ1139-Escherichia-coli-1D-1203_R1_001.fa	NODE_36_length_51913_cov_3.338605	13160	13962	+	aph(3'')-Ib_2_AF024602	2-804/804	===============	0/0	99.88	100.00	user_db	aph(3'')-Ib_2_AF024602	ODID_ERR4014551	i2652
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1195-PRJ1139-Escherichia-coli-1D-1203_R1_001.fa	NODE_36_length_51913_cov_3.338605	13962	14798	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014551	i2653
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1199-PRJ1139-Bacteroides-fragilis-1D-1209_R1_001.fa	NODE_3_length_408928_cov_5.447780	148860	150785	-	tet(Q)_1_L33696	1-1926/1926	===============	0/0	100.00	99.84	user_db	tet(Q)_1_L33696	ODID_ERR4014555	i2654
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1199-PRJ1139-Bacteroides-fragilis-1D-1209_R1_001.fa	NODE_5_length_292751_cov_5.258256	40466	41368	-	cepA-29_1_U05884	1-903/903	===============	0/0	100.00	100.00	user_db	cepA-29_1_U05884	ODID_ERR4014555	i2655
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1200-PRJ1139-Escherichia-coli-1D-1210_R1_001.fa	NODE_20_length_91297_cov_4.232061	24189	27638	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.43	user_db	sitABCD_1_AY598030	ODID_ERR4014556	i2656
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1201-PRJ1139-Escherichia-coli-1D-1211_R1_001.fa	NODE_59_length_9497_cov_9.819530	6178	6751	+	dfrA7_5_AJ419170	1-570/570	========/======	3/4	100.00	98.78	user_db	dfrA7_5_AJ419170	ODID_ERR4014557	i2657
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1201-PRJ1139-Escherichia-coli-1D-1211_R1_001.fa	NODE_59_length_9497_cov_9.819530	7195	7982	+	sul1_5_EU780013	1-788/867	==============.	0/0	90.89	99.87	user_db	sul1_5_EU780013	ODID_ERR4014557	i2658
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1201-PRJ1139-Escherichia-coli-1D-1211_R1_001.fa	NODE_71_length_4126_cov_6.631158	1825	3071	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014557	i2659
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_15_length_102122_cov_6.205265	8686	12135	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4014558	i2660
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_24_length_69060_cov_4.255973	1232	2047	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014558	i2661
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_63_length_10738_cov_4.347375	6061	6534	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014558	i2662
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_63_length_10738_cov_4.347375	6665	7453	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4014558	i2663
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_63_length_10738_cov_4.347375	7973	8839	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4014558	i2664
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1202-PRJ1139-Escherichia-coli-1D-1212_R1_001.fa	NODE_83_length_4327_cov_5.561190	995	2200	-	tet(B)_2_AF326777	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_2_AF326777	ODID_ERR4014558	i2665
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1203-PRJ1139-Escherichia-coli-1D-1213_R1_001.fa	NODE_30_length_25095_cov_6.266261	19531	22980	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.28	user_db	sitABCD_1_AY598030	ODID_ERR4014559	i2666
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1204-PRJ1139-Escherichia-coli-1D-1214_R1_001.fa	NODE_19_length_123528_cov_4.486171	38005	41454	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014560	i2667
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1204-PRJ1139-Escherichia-coli-1D-1214_R1_001.fa	NODE_36_length_24208_cov_4.067605	14756	15253	+	dfrA12_8_AM040708	1-498/498	===============	0/0	100.00	100.00	user_db	dfrA12_8_AM040708	ODID_ERR4014560	i2668
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1204-PRJ1139-Escherichia-coli-1D-1214_R1_001.fa	NODE_36_length_24208_cov_4.067605	15651	16452	+	aadA2_1_NC_010870	18-819/819	===============	0/0	97.92	99.88	user_db	aadA2_1_NC_010870	ODID_ERR4014560	i2669
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1204-PRJ1139-Escherichia-coli-1D-1214_R1_001.fa	NODE_36_length_24208_cov_4.067605	16930	17796	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4014560	i2670
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_106/Assemblies/DTU2019-1204-PRJ1139-Escherichia-coli-1D-1214_R1_001.fa	NODE_41_length_17601_cov_3.680783	13163	14023	+	blaTEM-1C_1_FJ560503	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1C_1_FJ560503	ODID_ERR4014560	i2671
